,f_g_all_caps_wordcount,f_g_sentence_wo_cap_at_start,f_g_sentence_lower_at_start,f_g_a_an_error_count,f_g_cont_punct_count,f_i_quotation_count,f_i_question_count,f_i_exclamation_count,f_o_he_she_ratio,f_d_character_count,f_d_word_count,f_d_sentence_count,f_d_punctuation_count,f_d_digit_count,f_d_uppercase_count,f_d_short_word_count,f_d_alphabet_count,f_d_contraction_count,f_d_word_without_vowels_count,f_d_hapax_legomenon_count,f_c_mean_word_length,f_c_mean_sentence_length,f_c_word_length_standard_deviation,f_c_sentence_length_standard_deviation,f_c_mean_word_frequency,f_c_lexical_diversity_coefficient,f_c_syntactic_complexity_coefficient,f_c_herdans_log_type_token_richness,author
4512,0,60,44,0,0,0,0,0,1.0,67,17,67,4,0,7,12,21,0,2,12,3.235,12.6,1.855,14.381,1.214,0.706,0.706,0.877,shakespeare
4513,0,298,223,0,0,1,0,0,1.0,305,72,305,14,0,7,55,21,1,4,29,3.431,60.2,1.999,34.23,1.756,0.403,0.931,0.787,chesterton
4514,0,441,338,0,0,0,0,0,1.0,465,102,465,16,0,24,73,23,0,6,62,3.706,92.2,2.164,22.443,1.342,0.608,0.951,0.892,shakespeare
4515,0,154,112,0,0,3,1,0,1.0,161,36,161,12,0,7,25,23,0,7,21,3.806,31.4,2.376,13.795,1.241,0.583,0.861,0.85,chesterton
4516,0,564,454,0,0,0,0,0,3.0,576,111,576,8,0,12,72,25,0,2,53,4.27,114.4,2.427,65.393,1.521,0.477,0.955,0.843,chesterton
4517,0,374,289,0,0,2,0,2,1.0,382,79,382,17,0,8,51,24,2,10,45,4.038,75.6,2.388,59.036,1.362,0.57,0.937,0.871,chesterton
4518,0,521,407,0,3,1,0,0,4.0,527,111,527,17,0,6,77,26,1,12,60,3.892,104.6,2.761,65.11,1.405,0.541,0.955,0.869,chesterton
4519,0,366,269,0,2,3,1,0,1.0,378,86,378,26,0,12,64,24,2,11,50,3.64,74.8,2.525,48.257,1.323,0.581,0.942,0.878,chesterton
4520,0,180,139,0,0,0,1,0,1.0,193,41,193,5,0,13,29,21,0,2,35,3.829,37.8,2.29,53.742,1.025,0.854,0.878,0.957,shakespeare
4521,0,203,143,0,0,1,1,1,0.5,210,52,210,15,0,7,41,22,0,6,27,3.231,41.2,1.926,23.973,1.368,0.519,0.904,0.834,austen
4522,0,474,349,0,0,3,1,0,1.0,482,112,482,29,0,8,86,24,6,19,62,3.509,95.6,2.075,49.732,1.383,0.554,0.955,0.875,chesterton
4523,0,507,368,0,0,4,1,0,2.0,523,124,523,38,0,16,92,24,1,19,42,3.484,103.8,2.301,72.258,1.938,0.339,0.96,0.775,chesterton
4524,0,1043,816,0,0,0,0,1,1.25,1053,213,1053,33,0,10,143,27,1,8,83,4.033,209.8,2.443,134.624,1.664,0.39,0.977,0.824,austen
4525,0,273,215,0,0,0,1,0,2.0,287,57,287,11,0,14,36,23,0,3,44,4.211,56.6,2.871,64.388,1.14,0.772,0.912,0.936,shakespeare
4526,0,411,309,0,0,3,0,0,3.0,421,95,421,22,0,10,64,25,0,10,50,3.663,83.4,2.469,40.943,1.508,0.526,0.947,0.859,chesterton
4527,0,238,174,0,0,2,2,0,3.0,246,58,246,14,0,8,44,23,0,9,36,3.483,48.4,2.288,61.011,1.261,0.621,0.914,0.883,chesterton
4528,0,218,159,0,0,0,0,1,1.0,229,56,229,14,0,11,43,21,0,8,38,3.321,45.0,2.15,28.974,1.244,0.679,0.911,0.904,austen
4529,0,420,305,0,0,2,0,3,0.5,437,94,437,37,0,17,70,26,0,12,46,3.872,86.6,2.604,100.654,1.492,0.489,0.947,0.843,austen
4530,0,355,268,0,0,2,2,0,3.0,361,78,361,17,0,6,57,24,1,6,43,3.782,71.4,2.317,50.89,1.3,0.551,0.936,0.863,chesterton
4531,0,396,288,0,0,2,0,2,0.5,407,94,407,30,0,11,66,24,0,15,48,3.553,80.6,2.062,58.994,1.362,0.511,0.947,0.852,austen
4532,0,842,673,0,0,0,0,0,1.0,848,168,848,16,0,6,101,23,0,8,83,4.137,168.8,2.495,62.942,1.6,0.494,0.97,0.862,chesterton
4533,0,362,276,0,0,1,1,1,0.5,370,77,370,20,0,8,52,24,0,7,56,3.974,73.2,2.481,48.298,1.185,0.727,0.935,0.927,austen
4534,0,77,53,0,0,0,1,1,1.0,84,23,84,7,0,7,19,18,0,4,16,2.957,16.0,2.286,5.701,1.15,0.696,0.783,0.884,austen
4535,0,623,485,0,0,1,1,1,0.6666666666666666,633,135,633,22,0,10,91,25,0,7,73,3.852,125.8,2.499,69.926,1.452,0.541,0.963,0.875,austen
4536,0,237,171,0,0,0,1,0,1.0,249,65,249,12,0,12,56,21,1,9,36,3.0,49.0,1.829,64.424,1.3,0.554,0.923,0.858,shakespeare
4537,0,674,523,0,0,0,0,0,1.0,688,150,688,22,0,14,107,24,2,11,77,3.733,136.8,2.432,41.68,1.485,0.513,0.967,0.867,austen
4538,0,67,42,0,0,0,2,0,1.0,70,21,70,6,3,3,17,17,0,0,12,2.571,13.2,2.399,16.888,1.312,0.571,0.762,0.816,shakespeare
4539,0,107,74,0,0,0,1,0,1.0,117,32,117,8,0,10,30,19,0,2,7,2.875,22.6,1.93,23.544,1.778,0.219,0.844,0.561,shakespeare
4540,0,655,521,0,0,0,0,0,2.0,674,135,674,17,0,19,86,24,1,1,69,4.126,134.0,2.478,49.417,1.517,0.511,0.963,0.863,austen
4541,0,1121,892,1,0,0,0,0,0.2,1137,225,1137,34,0,16,144,25,4,8,92,4.187,226.6,2.727,151.497,1.815,0.409,0.978,0.835,austen
4542,0,1165,934,0,0,0,0,0,0.16666666666666666,1181,229,1181,30,0,16,141,26,1,4,104,4.279,235.4,2.672,56.07,1.696,0.454,0.978,0.855,chesterton
4543,0,776,617,0,0,0,0,0,1.0,785,157,785,18,0,9,95,25,1,4,68,4.102,156.2,2.29,61.536,1.619,0.433,0.968,0.835,chesterton
4544,0,2459,1912,1,0,0,1,0,0.3076923076923077,2492,511,2492,95,0,33,352,26,1,31,176,3.994,497.6,2.499,510.131,2.147,0.344,0.99,0.829,austen
4545,0,289,222,0,0,0,1,0,1.0,307,66,307,14,0,18,45,23,1,6,45,3.848,60.6,2.555,72.13,1.245,0.682,0.924,0.909,shakespeare
4546,0,615,470,0,0,4,2,0,3.0,621,136,621,22,0,6,99,24,0,10,59,3.721,123.4,2.25,54.629,1.563,0.434,0.963,0.83,chesterton
4547,0,746,589,0,0,0,0,0,0.3333333333333333,756,152,756,23,0,10,100,25,1,6,70,4.092,150.4,2.317,124.923,1.49,0.461,0.967,0.846,austen
4548,0,603,462,0,0,1,3,0,1.0,609,135,609,23,0,6,94,23,6,10,62,3.667,121.0,2.105,38.112,1.534,0.459,0.963,0.841,chesterton
4549,0,209,150,0,0,1,2,0,0.5,215,54,215,13,0,6,46,22,0,6,31,3.167,42.2,1.911,13.442,1.2,0.574,0.907,0.861,austen
4550,0,613,477,0,0,3,0,0,5.0,624,130,624,24,0,11,87,26,2,11,72,4.0,124.0,2.493,56.125,1.413,0.554,0.962,0.879,chesterton
4551,0,481,370,0,0,5,0,1,1.0,498,101,498,27,0,17,57,24,0,12,44,4.208,98.8,2.815,62.711,1.683,0.436,0.95,0.82,chesterton
4552,0,1184,951,0,0,0,0,0,0.25,1195,228,1195,27,0,11,140,27,4,9,100,4.338,238.2,2.525,134.511,1.664,0.439,0.978,0.848,austen
4553,0,932,737,0,0,0,0,0,0.14285714285714285,946,192,946,29,0,14,129,25,2,5,83,4.068,188.4,2.581,121.179,1.655,0.432,0.974,0.84,austen
4554,0,412,295,0,1,2,1,3,1.3333333333333333,422,97,422,36,0,10,77,24,0,15,46,3.577,83.6,2.512,91.396,1.47,0.474,0.948,0.837,austen
4555,0,124,88,0,0,2,0,1,2.0,131,32,131,12,0,7,25,20,1,7,23,3.531,25.4,2.488,7.701,1.231,0.719,0.844,0.905,austen
4556,0,209,153,0,0,0,0,0,1.0,220,54,220,13,0,11,46,21,0,4,34,3.278,43.2,1.642,55.805,1.256,0.63,0.907,0.884,shakespeare
4557,0,375,282,0,0,2,0,3,1.0,388,89,388,21,0,13,60,23,0,9,47,3.607,76.8,2.367,53.322,1.459,0.528,0.944,0.858,austen
4558,0,744,567,1,0,5,1,0,4.0,760,165,760,35,0,16,117,25,0,18,70,3.812,151.2,2.495,80.204,1.65,0.424,0.97,0.832,chesterton
4559,0,176,139,0,0,0,1,0,1.0,187,36,187,7,0,11,20,24,0,2,27,4.361,36.6,2.83,38.494,1.161,0.75,0.861,0.92,shakespeare
4560,0,201,154,0,0,0,1,0,1.0,220,46,220,9,0,19,30,22,0,4,33,3.957,43.2,2.467,60.948,1.15,0.717,0.891,0.913,shakespeare
4561,0,603,451,0,0,1,0,5,0.6666666666666666,614,138,614,33,0,11,105,25,2,13,53,3.601,122.0,2.236,71.383,1.663,0.384,0.964,0.806,austen
4562,0,328,240,0,0,1,3,0,1.0,340,82,340,20,0,12,62,22,0,8,37,3.341,67.2,2.229,40.146,1.519,0.451,0.939,0.819,austen
4563,0,981,777,1,0,0,0,0,0.2,1003,202,1003,28,0,22,135,25,2,8,95,4.099,199.8,2.609,91.226,1.603,0.47,0.975,0.858,austen
4564,0,90,66,0,0,0,2,0,1.0,98,22,98,5,0,8,15,18,0,2,16,3.591,18.8,1.943,15.515,1.158,0.727,0.773,0.897,shakespeare
4565,0,674,542,1,0,0,0,0,8.0,685,131,685,12,0,11,89,24,0,2,63,4.313,136.2,2.823,74.221,1.541,0.481,0.962,0.85,chesterton
4566,0,511,400,0,0,1,0,1,1.0,516,105,516,17,0,5,70,23,1,6,60,4.048,102.4,2.618,84.02,1.364,0.571,0.952,0.88,chesterton
4567,0,394,295,0,0,0,0,1,1.0,402,96,402,13,0,8,79,23,0,7,51,3.302,79.6,2.027,52.61,1.391,0.531,0.948,0.861,austen
4568,0,850,651,0,0,0,2,5,0.5,866,177,866,42,0,16,116,27,0,14,70,4.006,172.4,2.647,169.971,1.67,0.395,0.972,0.821,austen
4569,0,209,152,0,0,1,1,2,1.0,218,54,218,12,0,9,42,22,1,10,40,3.259,42.8,2.048,32.159,1.174,0.741,0.907,0.925,austen
4570,0,905,686,0,0,0,1,0,3.0,926,210,926,38,0,21,160,24,2,24,80,3.548,184.4,2.364,130.349,1.707,0.381,0.976,0.82,austen
4571,0,429,314,0,0,3,3,0,1.0,438,105,438,29,0,9,74,24,0,13,53,3.419,86.8,1.999,19.254,1.419,0.505,0.952,0.853,austen
4572,0,103,74,0,0,0,0,0,1.0,113,29,113,7,2,10,19,19,1,2,24,3.207,21.8,2.059,26.272,1.115,0.828,0.828,0.944,shakespeare
4573,0,312,231,0,0,0,1,0,1.0,329,77,329,16,0,17,59,23,0,7,45,3.429,65.0,2.203,84.688,1.283,0.584,0.935,0.876,shakespeare
4574,0,768,617,0,0,0,0,0,1.0,773,151,773,16,0,5,96,24,0,1,74,4.225,153.8,2.674,80.819,1.525,0.49,0.967,0.858,chesterton
4575,0,691,537,0,0,2,0,0,1.0,707,148,707,19,0,16,109,25,0,7,65,3.892,140.6,2.123,51.544,1.591,0.439,0.966,0.835,chesterton
4576,0,478,363,0,0,0,0,1,0.25,485,110,485,23,0,7,82,25,0,6,60,3.573,96.2,2.297,108.787,1.41,0.545,0.955,0.871,austen
4577,0,687,532,0,0,1,0,0,1.0,704,150,704,24,0,17,113,24,1,13,63,3.84,140.0,2.549,155.082,1.613,0.42,0.967,0.827,austen
4578,0,368,275,0,0,0,1,0,1.0,399,89,399,17,0,31,59,24,0,7,44,3.629,79.0,2.053,121.25,1.413,0.494,0.944,0.843,shakespeare
4579,0,455,344,0,0,1,0,1,1.5,462,103,462,23,0,7,76,25,0,9,63,3.67,91.6,2.189,58.046,1.288,0.612,0.951,0.894,austen
4580,0,42,26,0,0,0,1,0,1.0,48,16,48,6,0,6,16,15,0,3,11,2.375,8.8,1.147,5.718,1.231,0.688,0.688,0.865,shakespeare
4581,0,228,162,0,0,1,0,1,2.0,235,61,235,20,0,7,49,23,6,13,35,3.148,46.2,2.015,28.761,1.386,0.574,0.918,0.865,chesterton
4582,0,844,642,0,0,1,0,0,0.09090909090909091,862,195,862,32,0,18,147,25,1,14,70,3.564,171.6,2.026,191.764,1.741,0.359,0.974,0.806,austen
4583,0,480,373,0,0,0,0,0,1.0,486,108,486,17,0,6,78,24,0,1,45,3.667,96.4,2.1,50.093,1.612,0.417,0.954,0.813,chesterton
4584,0,954,756,0,0,0,0,0,0.5,967,191,967,37,0,13,118,25,1,7,85,4.22,192.6,2.58,84.86,1.675,0.445,0.974,0.846,austen
4585,0,415,316,0,0,0,0,0,2.0,432,98,432,14,0,17,69,25,0,7,58,3.541,85.6,2.072,86.881,1.324,0.592,0.949,0.886,shakespeare
4586,0,122,87,0,0,1,0,0,1.0,131,33,131,10,0,9,28,24,0,6,23,3.303,25.4,2.468,8.204,1.222,0.697,0.848,0.897,austen
4587,0,463,355,0,0,2,0,0,5.0,470,104,470,19,0,7,73,25,2,10,62,3.702,93.2,2.145,49.114,1.387,0.596,0.952,0.889,chesterton
4588,0,30,18,0,0,0,2,0,0.5,35,11,35,4,0,5,10,14,0,0,7,2.455,6.2,1.572,3.194,1.222,0.636,0.545,0.812,shakespeare
4589,0,123,86,0,0,2,0,0,1.0,129,35,129,12,0,6,28,20,1,9,19,3.114,25.0,2.166,9.618,1.4,0.543,0.857,0.828,austen
4590,0,562,441,0,0,2,0,0,0.1111111111111111,572,116,572,21,0,10,78,24,1,10,51,4.103,113.6,2.342,97.272,1.526,0.44,0.957,0.827,austen
4591,0,208,153,0,0,0,0,0,3.0,219,53,219,12,0,11,38,24,0,5,30,3.358,43.0,1.82,30.092,1.325,0.566,0.906,0.857,austen
4592,0,82,61,0,0,0,0,0,1.0,91,21,91,7,1,9,12,23,0,1,10,3.714,17.4,2.63,14.639,1.5,0.476,0.762,0.756,shakespeare
4593,0,251,195,0,0,0,1,0,1.0,257,54,257,9,0,6,34,24,0,4,43,3.926,50.6,2.109,23.48,1.125,0.796,0.907,0.943,chesterton
4594,0,578,450,0,0,1,0,3,0.16666666666666666,596,117,596,22,0,18,74,27,1,8,51,4.205,118.4,2.602,56.056,1.581,0.436,0.957,0.826,austen
4595,0,185,134,0,0,0,3,0,1.0,197,48,197,12,0,12,34,22,0,6,23,3.292,38.6,2.306,29.788,1.455,0.479,0.896,0.81,shakespeare
4596,0,264,196,0,0,0,1,0,4.0,272,68,272,10,0,8,54,22,0,3,29,3.162,53.6,1.707,32.723,1.447,0.426,0.926,0.798,austen
4597,0,121,90,0,0,0,2,0,1.0,131,28,131,8,0,10,20,19,0,2,20,3.857,25.4,3.159,18.515,1.167,0.714,0.821,0.899,shakespeare
4598,0,424,318,0,0,1,1,0,1.0,440,103,440,17,0,16,81,25,0,13,57,3.447,87.2,2.033,73.636,1.411,0.553,0.951,0.872,austen
4599,0,172,130,0,0,0,0,3,1.0,179,38,179,8,0,7,24,23,0,4,29,3.816,35.0,2.392,30.29,1.086,0.763,0.868,0.926,austen
4600,0,180,115,0,0,2,1,1,2.0,192,55,192,21,0,12,49,19,0,12,29,2.782,37.6,1.462,29.297,1.341,0.527,0.909,0.84,austen
4601,0,448,335,0,0,2,0,0,1.0,459,107,459,23,0,11,76,25,1,11,41,3.486,91.0,2.186,60.146,1.621,0.383,0.953,0.795,austen
4602,0,482,374,0,0,0,0,1,0.25,494,108,494,13,0,12,78,25,0,3,49,3.704,98.0,2.167,94.205,1.5,0.454,0.954,0.831,austen
4603,0,218,164,0,0,0,1,0,2.0,231,51,231,9,0,13,31,21,0,5,35,3.647,45.4,1.958,61.403,1.159,0.686,0.902,0.904,shakespeare
4604,0,388,297,0,0,0,0,0,1.0,410,88,410,19,0,22,58,24,0,8,49,3.841,81.2,2.202,114.794,1.375,0.557,0.943,0.869,shakespeare
4605,0,439,328,0,0,1,1,0,0.16666666666666666,449,103,449,19,0,10,82,24,0,10,53,3.495,89.0,2.029,84.9,1.373,0.515,0.951,0.857,austen
4606,0,819,639,0,2,0,0,0,6.0,837,177,837,25,0,18,128,24,1,5,65,3.853,166.6,2.598,284.999,1.806,0.367,0.972,0.806,austen
4607,0,380,278,0,0,4,0,0,3.0,389,93,389,26,0,9,70,23,0,16,45,3.462,77.0,2.362,85.738,1.5,0.484,0.946,0.84,austen
4608,0,344,265,0,0,2,0,1,2.0,351,75,351,13,0,7,54,24,0,8,51,3.867,69.4,2.451,59.53,1.25,0.68,0.933,0.911,austen
4609,0,176,124,0,0,2,0,0,1.0,183,47,183,15,0,7,39,24,1,10,19,3.234,35.8,2.315,14.516,1.516,0.404,0.894,0.765,chesterton
4610,0,1248,971,0,0,0,0,0,5.0,1272,260,1272,52,0,24,178,25,2,12,107,4.027,253.6,2.417,236.542,1.745,0.412,0.981,0.84,austen
4611,0,335,257,0,0,1,1,0,1.0,341,76,341,15,0,6,53,23,1,5,44,3.684,67.4,2.311,22.3,1.357,0.579,0.934,0.874,chesterton
4612,0,1167,943,0,0,0,0,0,0.2,1175,225,1175,25,0,8,150,25,1,1,107,4.338,234.2,2.857,128.791,1.679,0.476,0.978,0.863,austen
4613,0,509,397,0,0,1,1,0,1.0,516,109,516,16,0,7,74,24,0,5,58,3.881,102.4,2.464,73.327,1.473,0.532,0.954,0.866,chesterton
4614,0,121,90,0,0,0,0,1,1.0,130,31,130,10,0,9,20,19,1,4,24,3.516,25.2,2.047,38.029,1.107,0.774,0.839,0.925,shakespeare
4615,0,73,53,0,0,0,0,0,1.0,82,21,82,5,0,9,16,19,0,3,12,3.19,15.6,2.159,13.686,1.312,0.571,0.762,0.816,shakespeare
4616,0,308,230,0,0,3,0,1,2.0,316,68,316,22,0,8,43,23,0,9,41,3.941,62.4,2.602,28.005,1.333,0.603,0.926,0.88,chesterton
4617,0,344,234,0,0,1,0,3,0.5,354,89,354,36,0,10,71,24,1,14,50,3.18,70.0,1.862,35.461,1.369,0.562,0.944,0.872,austen
4618,0,559,420,0,1,2,1,0,3.0,573,133,573,29,0,14,98,24,1,11,60,3.526,113.8,2.169,46.322,1.529,0.451,0.962,0.837,austen
4619,0,865,697,0,0,0,0,0,0.2,872,166,872,21,0,7,107,25,0,2,80,4.373,173.6,2.753,113.372,1.612,0.482,0.97,0.857,austen
4620,0,118,86,0,0,0,0,0,2.0,125,33,125,9,0,7,28,21,0,4,17,3.091,24.2,2.241,26.883,1.435,0.515,0.848,0.81,shakespeare
4621,0,129,89,0,0,1,2,2,5.0,134,36,134,11,0,5,27,22,1,5,14,3.0,26.0,1.621,21.201,1.44,0.389,0.861,0.736,chesterton
4622,0,82,60,0,0,0,0,0,1.0,88,23,88,5,0,6,17,19,0,1,10,3.087,16.8,1.807,18.647,1.438,0.435,0.783,0.734,shakespeare
4623,0,128,83,0,0,1,1,1,1.0,137,38,137,16,1,9,31,19,0,8,23,2.921,26.6,2.352,17.841,1.31,0.605,0.868,0.862,austen
4624,0,361,278,0,0,1,1,0,1.0,372,82,372,14,0,11,59,24,2,11,40,3.72,73.6,2.496,48.045,1.464,0.488,0.939,0.837,austen
4625,0,764,571,0,2,5,0,0,3.0,784,177,784,43,0,20,124,25,1,28,69,3.65,156.0,2.457,107.921,1.788,0.39,0.972,0.818,austen
4626,0,152,120,0,1,0,0,0,1.0,163,32,163,5,0,11,20,21,0,2,22,4.25,31.8,2.806,38.655,1.185,0.688,0.844,0.892,shakespeare
4627,0,371,266,0,0,1,2,2,4.0,389,90,389,28,0,18,67,25,1,15,40,3.5,77.0,2.28,69.567,1.552,0.444,0.944,0.82,austen
4628,0,460,351,0,0,3,0,2,2.0,470,103,470,17,0,10,73,24,0,12,50,3.738,93.2,2.605,129.384,1.471,0.485,0.951,0.844,austen
4629,0,65,46,0,0,0,0,0,1.0,74,19,74,5,0,9,15,21,2,2,13,3.158,14.0,1.772,9.513,1.267,0.684,0.737,0.871,shakespeare
4630,0,1423,1146,0,0,0,0,0,0.16666666666666666,1439,276,1439,33,0,16,172,27,3,5,116,4.33,287.0,2.702,223.912,1.804,0.42,0.982,0.846,austen
4631,0,314,234,0,0,2,1,1,4.0,322,77,322,15,0,8,60,24,0,8,44,3.403,63.6,2.154,27.628,1.305,0.571,0.935,0.871,austen
4632,0,618,484,0,0,0,0,0,1.0,625,135,625,12,0,7,93,23,0,2,60,3.726,124.2,1.983,34.896,1.627,0.444,0.963,0.835,chesterton
4633,0,496,385,0,0,0,1,0,1.0,505,107,505,17,0,9,71,25,0,9,59,3.85,100.2,2.502,44.729,1.337,0.551,0.953,0.873,austen
4634,0,206,152,0,0,0,0,0,1.0,220,52,220,11,0,14,39,22,1,3,33,3.404,43.2,2.354,55.061,1.209,0.635,0.904,0.885,shakespeare
4635,0,1006,799,0,2,0,0,0,4.0,1024,204,1024,32,0,18,134,26,0,3,80,4.162,204.0,3.001,168.43,1.774,0.392,0.975,0.824,austen
4636,0,821,628,0,0,0,0,0,0.4,830,192,830,21,0,9,149,26,1,7,74,3.427,165.2,1.826,94.11,1.745,0.385,0.974,0.819,austen
4637,0,776,587,0,0,0,1,0,8.0,814,183,814,32,0,38,129,24,0,18,89,3.59,162.0,2.174,327.311,1.464,0.486,0.973,0.862,shakespeare
4638,0,441,330,0,1,2,1,0,3.0,450,103,450,24,0,9,74,24,4,14,50,3.592,89.2,2.247,105.127,1.515,0.485,0.951,0.844,chesterton
4639,0,295,220,0,0,2,0,0,3.0,304,73,304,13,0,9,56,23,0,8,33,3.37,60.0,2.27,37.862,1.521,0.452,0.932,0.815,chesterton
4640,0,700,541,0,0,1,0,0,0.3333333333333333,712,147,712,27,0,12,98,26,0,14,63,3.966,141.6,2.517,82.558,1.615,0.429,0.966,0.83,austen
4641,0,370,277,0,0,0,0,0,1.0,391,89,391,21,0,21,60,21,0,10,41,3.584,77.4,2.147,84.778,1.483,0.461,0.944,0.827,shakespeare
4642,0,443,303,0,0,4,0,5,1.0,455,117,455,37,0,12,98,26,0,27,48,3.085,90.2,1.75,128.36,1.581,0.41,0.957,0.813,austen
4643,0,215,166,0,0,0,0,0,1.0,231,48,231,7,0,16,36,22,0,2,30,3.938,45.4,2.108,72.369,1.2,0.625,0.896,0.879,shakespeare
4644,0,454,346,0,0,2,0,0,7.0,464,101,464,23,0,10,70,26,4,11,50,3.792,92.0,2.273,39.083,1.464,0.495,0.95,0.848,chesterton
4645,0,309,229,0,0,4,0,1,2.0,320,73,320,20,0,11,50,24,0,11,43,3.685,63.2,2.309,42.494,1.404,0.589,0.932,0.877,chesterton
4646,0,421,316,0,0,2,1,0,1.0,437,95,437,23,0,16,66,25,1,10,59,3.779,86.6,2.398,50.387,1.338,0.621,0.947,0.895,austen
4647,0,205,149,0,0,0,1,0,4.0,219,53,219,7,3,14,40,23,1,6,28,3.264,43.0,2.15,29.155,1.293,0.528,0.906,0.839,shakespeare
4648,0,218,171,0,0,0,0,0,1.0,235,47,235,6,0,17,29,24,0,5,29,4.128,46.2,2.337,68.35,1.205,0.617,0.894,0.875,shakespeare
4649,0,238,166,0,0,2,2,0,1.0,252,66,252,18,0,14,53,22,0,10,26,3.061,49.6,2.204,10.479,1.571,0.394,0.924,0.778,austen
4650,0,216,160,0,0,2,1,0,1.0,225,50,225,13,0,9,33,21,0,7,33,3.72,44.2,2.041,24.468,1.25,0.66,0.9,0.894,chesterton
4651,0,630,491,0,0,1,0,0,4.0,640,134,640,22,0,10,88,25,3,10,63,3.925,127.2,2.597,54.311,1.457,0.47,0.963,0.846,chesterton
4652,0,494,360,0,0,5,2,0,1.0,503,122,503,33,0,9,93,23,3,19,58,3.385,99.8,2.243,83.173,1.544,0.475,0.959,0.845,chesterton
4653,0,591,469,0,0,0,0,0,4.0,598,119,598,17,0,7,79,25,1,3,61,4.143,118.8,2.569,37.346,1.488,0.513,0.958,0.86,chesterton
4654,0,232,173,0,0,3,1,2,0.3333333333333333,238,52,238,19,0,6,34,22,0,9,29,3.962,46.8,2.536,15.45,1.3,0.558,0.904,0.852,austen
4655,0,101,66,0,0,1,0,3,2.0,106,30,106,11,0,5,24,17,0,7,12,2.867,20.4,1.795,10.431,1.5,0.4,0.833,0.731,chesterton
4656,0,660,522,1,0,0,0,0,0.3333333333333333,666,139,666,15,0,6,98,24,0,2,64,3.914,132.4,2.685,101.918,1.616,0.46,0.964,0.843,austen
4657,0,85,62,0,0,0,1,0,1.0,92,23,92,6,0,7,18,21,0,1,16,3.261,17.6,1.657,18.609,1.211,0.696,0.783,0.884,shakespeare
4658,0,837,655,0,0,1,0,1,1.3333333333333333,850,176,850,29,0,13,121,26,1,9,93,3.972,169.2,2.553,114.091,1.467,0.528,0.972,0.877,austen
4659,0,520,418,0,0,0,0,0,4.0,527,103,527,8,0,7,64,25,0,3,61,4.204,104.6,2.378,22.233,1.321,0.592,0.951,0.887,chesterton
4660,0,570,456,0,0,0,0,0,4.0,578,115,578,12,0,8,72,23,2,3,58,4.139,114.8,2.756,64.697,1.474,0.504,0.957,0.856,chesterton
4661,0,184,125,0,0,1,5,0,2.0,194,51,194,16,0,10,40,22,0,8,22,3.039,38.0,1.854,8.803,1.417,0.431,0.902,0.786,austen
4662,0,527,400,0,0,1,0,0,0.5,537,120,537,27,0,10,87,24,0,12,51,3.675,106.6,2.443,138.012,1.538,0.425,0.958,0.821,austen
4663,0,836,636,0,0,0,1,0,1.0,884,196,884,33,0,48,131,24,1,18,91,3.658,176.0,2.081,63.47,1.531,0.464,0.974,0.855,shakespeare
4664,0,458,359,0,0,0,0,2,3.0,469,93,469,17,0,11,57,23,2,5,50,4.172,93.0,2.539,86.968,1.388,0.538,0.946,0.863,austen
4665,0,608,482,0,0,0,1,0,0.25,615,124,615,19,0,7,85,26,1,2,60,4.097,122.2,2.715,36.976,1.59,0.484,0.96,0.849,austen
4666,0,821,654,0,0,0,0,0,1.5,832,167,832,26,0,11,105,23,2,5,77,4.138,165.6,2.543,77.591,1.606,0.461,0.97,0.849,austen
4667,0,552,434,0,0,0,0,0,1.0,569,118,569,11,0,17,76,26,0,6,54,3.915,113.0,2.381,52.34,1.475,0.458,0.958,0.836,chesterton
4668,0,2195,1732,0,0,1,0,0,8.0,2212,458,2212,58,0,17,316,26,3,11,143,3.95,441.6,2.282,259.249,2.13,0.312,0.989,0.81,austen
4669,0,1023,768,0,0,2,0,3,5.0,1042,227,1042,53,0,19,160,24,0,24,85,3.727,207.6,2.401,202.064,1.816,0.374,0.978,0.819,austen
4670,0,272,206,0,0,2,1,0,1.0,280,61,280,14,0,8,44,23,1,8,41,3.82,55.2,2.439,44.059,1.245,0.672,0.918,0.903,chesterton
4671,0,417,315,0,0,2,1,0,3.0,428,98,428,17,0,11,74,25,1,15,47,3.541,84.8,2.188,48.844,1.4,0.48,0.949,0.84,austen
4672,0,210,161,0,0,0,0,2,1.0,217,47,217,8,0,7,34,24,0,5,29,3.745,42.6,2.363,32.161,1.27,0.617,0.894,0.875,austen
4673,0,370,272,0,0,3,0,1,1.0,384,89,384,19,0,14,69,24,1,17,48,3.494,76.0,2.111,40.571,1.369,0.539,0.944,0.862,austen
4674,0,543,402,0,0,5,0,0,4.0,554,128,554,31,0,11,98,24,0,15,57,3.547,110.0,2.357,73.366,1.62,0.445,0.961,0.833,chesterton
4675,0,316,236,0,0,0,0,0,1.0,332,79,332,16,0,16,56,24,0,8,47,3.392,65.6,1.829,128.317,1.274,0.595,0.937,0.881,shakespeare
4676,0,310,228,0,0,2,0,1,2.0,320,72,320,23,0,10,52,23,0,9,36,3.681,63.2,2.653,57.933,1.385,0.5,0.931,0.838,austen
4677,0,117,84,0,0,0,4,0,1.0,124,29,124,7,0,7,20,21,1,2,22,3.379,24.0,2.094,23.864,1.208,0.759,0.828,0.918,shakespeare
